CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
NELSON.BUS.NELSON 33_662_.Volt,77046,-99,-99,-99,-99,-99,540164288,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON 33_662_058_121_1,NELSON 33_662_058_121_1,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205836,NO.3 BK KV BC,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,39.996,-39.996,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|36|33||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.BUS.NELSON 33_662_.Volt,77058,-99,-99,-99,-99,-99,540164480,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON 33_662_055_120_0,NELSON 33_662_055_120_0,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205848,NO.4 BK KV BC,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,39.996,-39.996,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|36|33||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.BUS.NELSON 33_662_.Volt,77179,-99,-99,-99,-99,-99,540166416,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON 33_662_057_122_2,NELSON 33_662_057_122_2,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205969,NO.2 CAPS KV,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,39.996,-39.996,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|36|33||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.NELSON BK 2_14.IA,77062,-99,-99,-99,-99,-99,540164544,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON BK 2_1472,NELSON BK 2_1472,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205852,NO.2 BK IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2048|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.NELSON BK 2_14.IB,77063,-99,-99,-99,-99,-99,540164560,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON BK 2_1472,NELSON BK 2_1472,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205853,NO.2 BK IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2562|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.NELSON BK 2_14.IC,77064,-99,-99,-99,-99,-99,540164576,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON BK 2_1472,NELSON BK 2_1472,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205854,NO.2 BK IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2662|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.NELSON BK 2_14.POWP,77066,-99,-99,-99,-99,-99,540164608,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON BK 2_1472,NELSON BK 2_1472,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205856,NO.2 BK MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 2:Class 2,9:9,90.9,-90.9,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|90|-90||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.NELSON BK 2_14.POWQ,77067,-99,-99,-99,-99,-99,540164624,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON BK 2_1472,NELSON BK 2_1472,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205857,NO.2 BK MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,90.9,-90.9,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|45|-45||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IA,55133,-99,-99,-99,-99,-99,539671360,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.1 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,Calc,AnalogPoint,175028,BANK TOTAL IA,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IA,55133,-99,-99,-99,-99,-99,539671360,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.3 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,Calc,AnalogPoint,175028,BANK TOTAL IA,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IA,55133,-99,-99,-99,-99,-99,539671360,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.4 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,Calc,AnalogPoint,175028,BANK TOTAL IA,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IB,55134,-99,-99,-99,-99,-99,539671376,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.1 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,Calc,AnalogPoint,175029,BANK TOTAL IB,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IB,55134,-99,-99,-99,-99,-99,539671376,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.3 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,Calc,AnalogPoint,175029,BANK TOTAL IB,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IB,55134,-99,-99,-99,-99,-99,539671376,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.4 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,Calc,AnalogPoint,175029,BANK TOTAL IB,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IC,55135,-99,-99,-99,-99,-99,539671392,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.1 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,Calc,AnalogPoint,175030,BANK TOTAL IC,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IC,55135,-99,-99,-99,-99,-99,539671392,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.3 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,Calc,AnalogPoint,175030,BANK TOTAL IC,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.IC,55135,-99,-99,-99,-99,-99,539671392,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.4 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,Calc,AnalogPoint,175030,BANK TOTAL IC,NO,Yes,0,No,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,8000,-20,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|7500|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.POWP,55136,-99,-99,-99,-99,-99,539671408,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.1 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,Calc,AnalogPoint,175031,BK 3+4 TOTAL MW,NO,Yes,0,No,MW,NO,NO,Yes,Class 2:Class 2,9:9,210,-210,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|108|-108||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.POWP,55136,-99,-99,-99,-99,-99,539671408,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.3 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,Calc,AnalogPoint,175031,BK 3+4 TOTAL MW,NO,Yes,0,No,MW,NO,NO,Yes,Class 2:Class 2,9:9,210,-210,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|108|-108||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SERIES.SERIES.POWP,55136,-99,-99,-99,-99,-99,539671408,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NELSON NO.4 BANK:SERIES,SERIES,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,Calc,AnalogPoint,175031,BK 3+4 TOTAL MW,NO,Yes,0,No,MW,NO,NO,Yes,Class 2:Class 2,9:9,210,-210,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|108|-108||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SHUNT.NELSON CAP 1_3.IB,77092,-99,-99,-99,-99,-99,540165024,NULL,1,NELSON,NELSON,NULL,NULL,NULL,NELSON CAP 1_3090,NELSON CAP 1_3090,SHUNT,EMS,SHUNT,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205882,NO.1 CAPS IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,808,-808,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|400|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SHUNT.NELSON CAP 3_3.IB,77095,-99,-99,-99,-99,-99,540165072,NULL,1,NELSON,NELSON,NULL,NULL,NULL,NELSON CAP 3_3091,NELSON CAP 3_3091,SHUNT,EMS,SHUNT,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205885,NO.3 CAPS IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,808,-808,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|400|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1 BANK 12KV CB.SWPS,-99,76049,-99,516,254,20281,269055440,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NO.1 BANK 12KV CB_71775,1 BANK 12KV CB_71775,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,38749,NO.1 BK LS CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
NELSON.SWITCH.1 BK DSC_71864.SWPS,-99,75851,-99,-99,516,-99,268822992,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NO.1 BK DSC_71864,1 BK DSC_71864,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,24221,NO.1 BK E 12KV LD DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1 CAPACITOR DS.SWPS,-99,75876,-99,-99,516,-99,268823392,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NO.1 CAPACITOR DSC_71895,1 CAPACITOR DSC_71895,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,24246,NO.1 CAP 12KV NOB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1 CAPACITOR FU.SWPS,-99,75877,-99,-99,516,-99,268823408,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.NO.1 CAPACITOR FUSE_71896,1 CAPACITOR FUSE_71896,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,24247,NO.1 CAP 12KV FUSE,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1011_19879.SWPS,-99,76286,-99,-99,516,-99,272459360,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1011_19879,1011_19879,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251494,CLINTON 33K OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1011_71765.SWPS,-99,75857,-99,-99,516,-99,268823088,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1011_71765,1011_71765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,24227,12KV BUS PARL NB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1013_19881.SWPS,-99,76288,-99,-99,516,-99,272459392,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1013_19881,1013_19881,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251496,CLINTON 33K LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1014_19882.SWPS,-99,76289,-99,-99,516,-99,272459408,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1014_19882,1014_19882,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251497,CLINTON 33K TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1021_19883.SWPS,-99,76290,-99,-99,516,-99,272459424,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1021_19883,1021_19883,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251498,CANAL 33K OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1021_71768.SWPS,-99,76319,-99,-99,516,-99,272459888,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1021_71768,1021_71768,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251527,FRUITVALE 12 OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1022_71769.SWPS,-99,76320,-99,-99,516,-99,272459904,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1022_71769,1022_71769,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251528,FRUITVALE 12 SOB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1023_19885.SWPS,-99,76292,-99,-99,516,-99,272459456,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1023_19885,1023_19885,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251500,CANAL 33KV LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1024_19886.SWPS,-99,76293,-99,-99,516,-99,272459472,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1024_19886,1024_19886,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251501,CANAL 33KV TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
NELSON.SWITCH.1031_19887.SWPS,-99,76294,-99,-99,516,-99,272459488,NULL,1,NELSON,NELSON,NULL,NULL,NULL,DMS.1031_19887,1031_19887,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,251502,MARVIN 33K OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
