CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
CENTER.SWITCH.PSE_TATTOO N C.TRGTB,-99,111346,-99,-99,370,-99,270721040,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TATTOO N CB_52795,PSE_TATTOO N CB_52795,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT B,TRGT B,NULL,B,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142849,TATTOO B TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TATTOO N C.TRGTC,-99,111347,-99,-99,370,-99,270721056,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TATTOO N CB_52795,PSE_TATTOO N CB_52795,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT C,TRGT C,NULL,C,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142850,TATTOO C TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TATTOO N C.TRGTG,-99,111348,-99,-99,370,-99,270721072,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TATTOO N CB_52795,PSE_TATTOO N CB_52795,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142851,TATTOO G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.GRLY,-99,111380,-99,506,506,28314,270721584,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142883,TEXAS GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
CENTER.SWITCH.PSE_TEXAS N CB.IA,50878,-99,-99,-99,-99,-99,539091248,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,138771,TEXAS IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-10,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|575|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.IB,50879,-99,-99,-99,-99,-99,539091264,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,138772,TEXAS IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-10,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|575|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.IC,50880,-99,-99,-99,-99,-99,539091280,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,138773,TEXAS IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-10,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|575|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.POWP,16991,-99,-99,-99,-99,-99,538093968,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,76441,TEXAS MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.POWQ,50882,-99,-99,-99,-99,-99,539091312,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,138775,TEXAS MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.REC,-99,111378,-99,506,506,28312,270721552,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142881,TEXAS N REC,YES,Yes,SOLID,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
CENTER.SWITCH.PSE_TEXAS N CB.TRGTA,-99,111381,-99,-99,370,-99,270721600,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT A,TRGT A,NULL,A,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142884,TEXAS A TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.TRGTB,-99,111382,-99,-99,370,-99,270721616,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT B,TRGT B,NULL,B,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142885,TEXAS B TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.TRGTC,-99,111383,-99,-99,370,-99,270721632,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT C,TRGT C,NULL,C,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142886,TEXAS C TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TEXAS N CB.TRGTG,-99,111384,-99,-99,370,-99,270721648,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TEXAS N CB_52765,PSE_TEXAS N CB_52765,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,StatusPoint,142887,TEXAS G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TIGER N CB.GRLY,-99,221029,-99,506,506,52949,268679840,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TIGER N CB_52789,PSE_TIGER N CB_52789,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15274,TIGERCAT GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
CENTER.SWITCH.PSE_TIGER N CB.IA,95201,-99,-99,-99,-99,-99,536944576,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TIGER N CB_52789,PSE_TIGER N CB_52789,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4604,TIGERCAT IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TIGER N CB.IB,95202,-99,-99,-99,-99,-99,536944592,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TIGER N CB_52789,PSE_TIGER N CB_52789,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4605,TIGERCAT IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TIGER N CB.IC,95203,-99,-99,-99,-99,-99,536944608,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TIGER N CB_52789,PSE_TIGER N CB_52789,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4606,TIGERCAT IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TIGER N CB.POWP,16980,-99,-99,-99,-99,-99,538093792,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TIGER N CB_52789,PSE_TIGER N CB_52789,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,76430,TIGER MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TIGER N CB.POWQ,50827,-99,-99,-99,-99,-99,539090432,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TIGER N CB_52789,PSE_TIGER N CB_52789,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,LIG DAC2 Telem,AnalogPoint,138720,TIGER MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.PSE_TIGER N CB.REC,-99,221032,-99,506,506,52950,268679824,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TIGER N CB_52789,PSE_TIGER N CB_52789,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15273,TIGERCAT REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
CENTER.SWITCH.PSE_TIGER N CB.TRGTG,-99,221031,-99,-99,370,-99,268679872,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.PSE_TIGER N CB_52789,PSE_TIGER N CB_52789,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15276,TIGERCAT G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.RED FLAG 12KV .SWPS,-99,111440,-99,-99,516,-99,270734192,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.RED FLAG 12KV NOB DSC_52720,RED FLAG 12KV NOB DSC_52720,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,143671,RED FLAG 12KV NOB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.RED FLAG 12KV .SWPS,-99,111444,-99,-99,516,-99,270734256,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.RED FLAG 12KV SOB DSC_52725,RED FLAG 12KV SOB DSC_52725,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,143675,RED FLAG 12KV SOB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.RED FLAG N CB_.SWPS,-99,111358,-99,516,254,28300,270721232,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.RED FLAG N CB_52721,RED FLAG N CB_52721,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,LIG DAC2 Telem,StatusPoint,142861,RED FLAG N CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
CENTER.SWITCH.RED FLAG NB LN.SWPS,-99,111441,-99,-99,516,-99,270734208,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.RED FLAG NB LN DSC_52722,RED FLAG NB LN DSC_52722,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,143672,RED FLAG NB LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.RED FLAG S CB_.SWPS,-99,111359,-99,516,254,28301,270721248,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.RED FLAG S CB_52724,RED FLAG S CB_52724,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,LIG DAC2 Telem,StatusPoint,142862,RED FLAG S CB,YES,Yes,OPEN,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
CENTER.SWITCH.RED FLAG SB LN.SWPS,-99,111443,-99,-99,516,-99,270734240,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.RED FLAG SB LN DSC_52723,RED FLAG SB LN DSC_52723,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,143674,RED FLAG SB LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.RIFLE 12KV NB .SWPS,-99,111393,-99,-99,516,-99,270733440,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.RIFLE 12KV NB LN DSC_52784,RIFLE 12KV NB LN DSC_52784,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,143624,RIFLE 12KV NB LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
CENTER.SWITCH.RIFLE 12KV NOB.SWPS,-99,111392,-99,-99,516,-99,270733424,NULL,1,CENTER,CENTER,NULL,NULL,NULL,DMS.RIFLE 12KV NOB DSC_52782,RIFLE 12KV NOB DSC_52782,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,143623,RIFLE 12KV NOB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
