CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
KIMBALL.SWITCH.MOSQUITO LN DS.SWPS,-99,187401,-99,-99,516,-99,272601552,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.MOSQUITO LN DSC_40635,MOSQUITO LN DSC_40635,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,260381,MOSQUITO LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.MOSQUITO OB DS.SWPS,-99,187400,-99,-99,516,-99,272601536,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.MOSQUITO OB DSC_40632,MOSQUITO OB DSC_40632,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,260380,MOSQUITO OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.MOSQUITO TB DS.SWPS,-99,187402,-99,-99,516,-99,272601568,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.MOSQUITO TB DSC_40636,MOSQUITO TB DSC_40636,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,260382,MOSQUITO TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.PHANTOM CB_514.GRLY,-99,253949,-99,506,506,56068,271710432,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,204686,PHANTOM GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.PHANTOM CB_514.IA,67253,-99,-99,-99,-99,-99,539114832,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,140245,PHANTOM IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1200,-1200,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|600|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.PHANTOM CB_514.IB,67254,-99,-99,-99,-99,-99,539114848,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,140246,PHANTOM IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1200,-1200,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|600|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.PHANTOM CB_514.IC,68177,-99,-99,-99,-99,-99,539114864,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,140247,PHANTOM IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1200,-1200,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|600|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.PHANTOM CB_514.POWP,68189,-99,-99,-99,-99,-99,539114896,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,140249,PHANTOM MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,18,-18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.PHANTOM CB_514.POWQ,68190,-99,-99,-99,-99,-99,539114912,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,140250,PHANTOM MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18,-18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.PHANTOM CB_514.REC,-99,253947,-99,506,506,56066,271710400,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,204684,PHANTOM REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.PHANTOM CB_514.SWPS,-99,253946,-99,516,254,56065,271710384,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,204683,PHANTOM CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.PHANTOM CB_514.TRGTG,-99,253951,-99,-99,370,-99,271710464,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.PHANTOM CB_5147,PHANTOM CB_5147,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,204688,PHANTOM G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 10B IB DSC.SWPS,-99,55684,-99,-99,516,-99,268794064,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 10B IB DSC_40581,POS 10B IB DSC_40581,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22413,POS 10B IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 10B OB DSC.SWPS,-99,55666,-99,-99,516,-99,268792096,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 10B OB DSC_40580,POS 10B OB DSC_40580,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22290,POS 10B OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 3B IB DSC_.SWPS,-99,55677,-99,-99,516,-99,268793776,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 3B IB DSC_40602,POS 3B IB DSC_40602,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22395,POS 3B IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 3B LN DSC_.SWPS,-99,55667,-99,-99,516,-99,268792128,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 3B LN DSC_29230,POS 3B LN DSC_29230,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22292,POS 3B LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 3B OB DSC_.SWPS,-99,55659,-99,-99,516,-99,268787392,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 3B OB DSC_40601,POS 3B OB DSC_40601,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,21996,POS 3B OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 3B TB DSC_.SWPS,-99,57195,-99,-99,516,-99,268736720,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 3B TB DSC_29229,POS 3B TB DSC_29229,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,18829,POS 3B TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 4B IB DSC_.SWPS,-99,55678,-99,-99,516,-99,268793840,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 4B IB DSC_40600,POS 4B IB DSC_40600,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22399,POS 4B IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 4B LN DSC_.SWPS,-99,55668,-99,-99,516,-99,268792144,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 4B LN DSC_29232,POS 4B LN DSC_29232,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22293,POS 4B LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 4B OB DSC_.SWPS,-99,55660,-99,-99,516,-99,268787408,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 4B OB DSC_40599,POS 4B OB DSC_40599,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,21997,POS 4B OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 4B TB DSC_.SWPS,-99,57209,-99,-99,516,-99,268787280,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 4B TB DSC_29231,POS 4B TB DSC_29231,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,21989,POS 4B TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 5B IB DSC_.SWPS,-99,55679,-99,-99,516,-99,268793856,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 5B IB DSC_40598,POS 5B IB DSC_40598,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22400,POS 5B IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 5B OB DSC_.SWPS,-99,55661,-99,-99,516,-99,268787424,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 5B OB DSC_40597,POS 5B OB DSC_40597,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,21998,POS 5B OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 6B IB DSC_.SWPS,-99,55681,-99,-99,516,-99,268794016,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 6B IB DSC_40596,POS 6B IB DSC_40596,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22410,POS 6B IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 6B OB DSC_.SWPS,-99,55663,-99,-99,516,-99,268792048,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 6B OB DSC_40595,POS 6B OB DSC_40595,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22287,POS 6B OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 8B IB DSC_.SWPS,-99,55682,-99,-99,516,-99,268794032,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 8B IB DSC_40585,POS 8B IB DSC_40585,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22411,POS 8B IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 8B OB DSC_.SWPS,-99,55664,-99,-99,516,-99,268792064,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 8B OB DSC_40584,POS 8B OB DSC_40584,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22288,POS 8B OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 9B IB DSC_.SWPS,-99,55683,-99,-99,516,-99,268794048,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 9B IB DSC_40583,POS 9B IB DSC_40583,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22412,POS 9B IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.POS 9B OB DSC_.SWPS,-99,55665,-99,-99,516,-99,268792080,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.POS 9B OB DSC_40582,POS 9B OB DSC_40582,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22289,POS 9B OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SEC AB IB DSC_.SWPS,-99,55708,-99,-99,516,-99,268795632,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SEC AB IB DSC_40638,SEC AB IB DSC_40638,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22511,SEC AB IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SEC AB OB DSC_.SWPS,-99,187431,-99,-99,516,-99,272602032,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SEC AB OB DSC_40637,SEC AB OB DSC_40637,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,260411,SEC AB OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
