DeviceName,ShuntGroupName,PhaseCode,ConnectedNode1,NormalCount,OptControl,FeederVoltageControlEnabled,MinimumRegulatorVoltage,MaximumRegulatorVoltage,KvarRating,ShuntTypeName,ServiceScheduleName,SubstationName,FeederName,AORRefName
BRYAN CAP 2_816,EMS,ABC,en_90135_SH,1,N,NULL,NULL,NULL,6000,12.0KV_6000,Fall-InSvcSchedule,,NULL,All
BRYAN CAP 1B_817,EMS,ABC,en_90155_SH,1,N,NULL,NULL,NULL,4800,12.0KV_4800,Fall-InSvcSchedule,,NULL,All
BRYAN CAP 1A_818,EMS,ABC,en_90139_SH,1,N,NULL,NULL,NULL,4800,12.0KV_4800,Fall-InSvcSchedule,,NULL,All
VALLEY CAP 7_821,EMS,ABC,en_540201_SH,1,N,NULL,NULL,NULL,6000,12.0KV_6000,Fall-InSvcSchedule,,NULL,All
AULD CAP 6_822,EMS,ABC,en_1522302_SH,1,N,NULL,NULL,NULL,4800,12.0KV_4800,Fall-InSvcSchedule,,NULL,All
IVYGLEN CAP 3_823,EMS,ABC,en_549117_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
NATURAL CAP 1_PSS_826,EMS,ABC,en_1551103_SH,1,N,NULL,NULL,NULL,14400,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
NATURAL CAP 2_PSS_827,EMS,ABC,en_1551113_SH,1,N,NULL,NULL,NULL,14400,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
TIPTON CAP 2_840,EMS,ABC,en_1002122_SH,1,N,NULL,NULL,NULL,10800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
MONOLITH CAP 2B_851,EMS,ABC,en_873016_SH,1,N,NULL,NULL,NULL,16200,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
MONOLITH CAP 2A_852,EMS,ABC,en_873018_SH,1,N,NULL,NULL,NULL,16200,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
LIMESTONE CAP 4_861,EMS,ABC,en_2036641_SH,1,N,NULL,NULL,NULL,6000,12.0KV_6000,Fall-InSvcSchedule,,NULL,All
LIMESTONE CAP 3_862,EMS,ABC,en_2036631_SH,1,N,NULL,NULL,NULL,6000,12.0KV_6000,Fall-InSvcSchedule,,NULL,All
LIMESTONE CAP 2_863,EMS,ABC,en_2036620_SH,1,N,NULL,NULL,NULL,6000,12.0KV_6000,Fall-InSvcSchedule,,NULL,All
LIMESTONE CAP 1_864,EMS,ABC,en_2036610_SH,1,N,NULL,NULL,NULL,3000,12.0KV_3000,Fall-InSvcSchedule,,NULL,All
VILLA PARK CAP 8_873,EMS,ABC,en_86172_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
EL SOBRANTE CAP 1_893,EMS,ABC,en_3282110_SH,1,N,NULL,NULL,NULL,6000,33.0KV_6000,Fall-InSvcSchedule,,NULL,All
MORAGA CAP 2A_896,EMS,ABC,en_3500112_SH,1,N,NULL,NULL,NULL,4500,33.0KV_4500,Fall-InSvcSchedule,,NULL,All
MORAGA CAP 2B_897,EMS,ABC,en_3500113_SH,1,N,NULL,NULL,NULL,4500,33.0KV_4500,Fall-InSvcSchedule,,NULL,All
EARLIMART CAP 1_910,EMS,ABC,en_2020216_SH,1,N,NULL,NULL,NULL,1500,12.0KV_1500,Fall-InSvcSchedule,,NULL,All
SAUGUS CAP 7_PSS_913,EMS,ABC,en_754192_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
VIEJO CAP 1_915,EMS,ABC,en_658007_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
VIEJO CAP 2_916,EMS,ABC,en_658056_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
VIEJO CAP 5_917,EMS,ABC,en_658122_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
WINDHUB CAP 3_918,EMS,ABC,en_2393306_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
WINDHUB CAP 4_919,EMS,ABC,en_2393406_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
WINDHUB CAP 5_920,EMS,ABC,en_2393506_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
SAUGUS CAP 1_PSS_926,EMS,ABC,en_754171_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
VESTAL CAP 2_PSS_927,EMS,ABC,en_1009302_SH,1,N,NULL,NULL,NULL,14400,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
VESTAL CAP 3_PSS_928,EMS,ABC,en_1009301_SH,1,N,NULL,NULL,NULL,14400,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
VILLA PARK CAP 8_PSS_929,EMS,ABC,en_86172_SH,1,N,NULL,NULL,NULL,28800,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
WHEATLAND CAP 3_PSS_930,EMS,ABC,en_1049110_SH,1,N,NULL,NULL,NULL,14400,HIGH_EMS,Fall-InSvcSchedule,,NULL,All
HASKELL NO. 1 CAP_938,EMS,ABC,en_3507603_SH,1,N,NULL,NULL,NULL,4800,16.0KV_4800,Fall-InSvcSchedule,,NULL,All
HASKELL NO. 2 CAP_939,EMS,ABC,en_3507606_SH,1,N,NULL,NULL,NULL,3000,16.0KV_3000,Fall-InSvcSchedule,,NULL,All
HASKELL NO. 3 CAP_940,EMS,ABC,en_3507609_SH,1,N,NULL,NULL,NULL,3000,16.0KV_3000,Fall-InSvcSchedule,,NULL,All
HASKELL NO. 4 CAP_941,EMS,ABC,en_3507612_SH,1,N,NULL,NULL,NULL,4800,16.0KV_4800,Fall-InSvcSchedule,,NULL,All
PROCTOR CAP 2_PSS_946,EMS,ABC,en_3422120_SH,1,N,NULL,NULL,NULL,4800,12.0KV_4800,Fall-InSvcSchedule,,NULL,All
