DeviceName,CableGroupName,PhaseCode,ConnectedNode1,ConnectedNode2,AlarmEnabled,Length,CableTypeName,DeviceLimitName,SubstationName,FeederName,AORRefName,VoltageLimitName
SCILACCI_HEADNODE,,,en_4301139,cbr_14689581,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
WINONA_HEADNODE,,,en_252010,cbr_2190382,,,BUS_16KV,,BULLIS,,,VOLTAGELIMIT_16KV
GIBSON_HEADNODE,,,en_252011,cbr_2156931,,,BUS_16KV,,BULLIS,,,VOLTAGELIMIT_16KV
ATLANTIC_HEADNODE,,,en_252013,cbr_2132535,,,BUS_16KV,,BULLIS,,,VOLTAGELIMIT_16KV
COLYER_HEADNODE,,,en_252014,cbr_2142712,,,BUS_16KV,,BULLIS,,,VOLTAGELIMIT_16KV
WILDCAT_HEADNODE,,,en_252015,cbr_2190701,,,BUS_16KV,,BULLIS,,,VOLTAGELIMIT_16KV
GUNLOCK_HEADNODE,,,en_253005,cbr_2158783,,,BUS_4KV,,BULLIS,,,VOLTAGELIMIT_4KV
AGNES_HEADNODE,,,en_253006,cbr_2141010,,,BUS_4KV,,BULLIS,,,VOLTAGELIMIT_4KV
PATTIE_HEADNODE,,,en_253009,cbr_2179307,,,BUS_4KV,,BULLIS,,,VOLTAGELIMIT_4KV
RAYBORN_HEADNODE,,,en_253010,cbr_2182936,,,BUS_4KV,,BULLIS,,,VOLTAGELIMIT_4KV
TUCKER_HEADNODE,,,en_253011,cbr_2188111,,,BUS_4KV,,BULLIS,,,VOLTAGELIMIT_4KV
ADA_HEADNODE,,,en_253012,cbr_2134375,,,BUS_4KV,,BULLIS,,,VOLTAGELIMIT_4KV
SLOAN_HEADNODE,,,en_255003,cbr_2184233,,,BUS_4KV,,COMPTON,,,VOLTAGELIMIT_4KV
CRANE_HEADNODE,,,en_255007,cbr_2143924,,,BUS_4KV,,COMPTON,,,VOLTAGELIMIT_4KV
STOCKWELL_HEADNODE,,,en_255008,cbr_2184799,,,BUS_4KV,,COMPTON,,,VOLTAGELIMIT_4KV
DONNA_HEADNODE,,,en_257005,cbr_2154620,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
JENKINS_HEADNODE,,,en_257006,cbr_2161858,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
DALBERG_HEADNODE,,,en_257008,cbr_2149942,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
TORSON_HEADNODE,,,en_257009,cbr_2190588,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
SPARTON_HEADNODE,,,en_257011,cbr_2190833,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
SIGMA_HEADNODE,,,en_257062,cbr_2183883,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
RAHN_HEADNODE,,,en_257061,cbr_2180192,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
EPSILON_HEADNODE,,,en_257060,cbr_2148496,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
ZENO_HEADNODE,,,en_257059,cbr_2190391,,,BUS_16KV,,CARSON,,,VOLTAGELIMIT_16KV
GRAPE_HEADNODE,,,en_262001,cbr_2152933,,,BUS_16KV,,FERNWOOD,,,VOLTAGELIMIT_16KV
BARLOW_HEADNODE,,,en_262003,cbr_2136701,,,BUS_16KV,,FERNWOOD,,,VOLTAGELIMIT_16KV
PEACH_HEADNODE,,,en_262008,cbr_2184554,,,BUS_16KV,,FERNWOOD,,,VOLTAGELIMIT_16KV
PALOMAR_HEADNODE,,,en_264014,cbr_2178916,,,BUS_4KV,,LYNWOOD,,,VOLTAGELIMIT_4KV
FIR_HEADNODE,,,en_264015,cbr_2182850,,,BUS_4KV,,LYNWOOD,,,VOLTAGELIMIT_4KV
TWEEDY_HEADNODE,,,en_264027,cbr_2188191,,,BUS_4KV,,LYNWOOD,,,VOLTAGELIMIT_4KV
LYNDORA_HEADNODE,,,en_264028,cbr_2171681,,,BUS_4KV,,LYNWOOD,,,VOLTAGELIMIT_4KV
CORNISH_HEADNODE,,,en_264030,cbr_2143085,,,BUS_4KV,,LYNWOOD,,,VOLTAGELIMIT_4KV
MONTANA_HEADNODE,,,en_281003,cbr_2180684,,,BUS_12KV,,SIGNAL_HILL,,,VOLTAGELIMIT_12KV
SPRING_HEADNODE,,,en_281006,cbr_2190841,,,BUS_12KV,,SIGNAL_HILL,,,VOLTAGELIMIT_12KV
WALRUS_HEADNODE,,,en_281008,cbr_2190675,,,BUS_12KV,,SIGNAL_HILL,,,VOLTAGELIMIT_12KV
CITIZENS_HEADNODE,,,en_281009,cbr_2157484,,,BUS_12KV,,SIGNAL_HILL,,,VOLTAGELIMIT_12KV
GUNDRY_HEADNODE,,,en_282005,cbr_2164827,,,BUS_4KV,,SIGNAL_HILL,,,VOLTAGELIMIT_4KV
MICHIGAN_HEADNODE,,,en_282006,cbr_2180614,,,BUS_4KV,,SIGNAL_HILL,,,VOLTAGELIMIT_4KV
DERRICK_HEADNODE,,,en_282008,cbr_2150278,,,BUS_4KV,,SIGNAL_HILL,,,VOLTAGELIMIT_4KV
NO AMERICAN_HEADNODE,,,en_284200,cbr_2178590,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
BANNER_HEADNODE,,,en_284201,cbr_2136556,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
BORT_HEADNODE,,,en_284202,cbr_2132235,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
FLAGG_HEADNODE,,,en_284203,cbr_2151482,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
ROSE_HEADNODE,,,en_284204,cbr_2186623,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
BOYER_HEADNODE,,,en_284213,cbr_2146285,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
WANDA_HEADNODE,,,en_284216,cbr_2190216,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
FAIRMAN_HEADNODE,,,en_284219,cbr_2150957,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
POPPY_HEADNODE,,,en_284208,cbr_2185310,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
ZANE_HEADNODE,,,en_284209,cbr_2191075,,,BUS_12KV,,SUNNYSIDE,,,VOLTAGELIMIT_12KV
RATON_HEADNODE,,,en_285001,cbr_2186060,,,BUS_4KV,,SUNNYSIDE,,,VOLTAGELIMIT_4KV
ADAIR_HEADNODE,,,en_285003,cbr_2129135,,,BUS_4KV,,SUNNYSIDE,,,VOLTAGELIMIT_4KV
SHARP_HEADNODE,,,en_285004,cbr_2190801,,,BUS_4KV,,SUNNYSIDE,,,VOLTAGELIMIT_4KV
ORA_HEADNODE,,,en_285005,cbr_2178753,,,BUS_4KV,,SUNNYSIDE,,,VOLTAGELIMIT_4KV
OSGOOD_HEADNODE,,,en_285007,cbr_2179000,,,BUS_4KV,,SUNNYSIDE,,,VOLTAGELIMIT_4KV
KILLDEE_HEADNODE,,,en_285008,cbr_2163158,,,BUS_4KV,,SUNNYSIDE,,,VOLTAGELIMIT_4KV
KEEVER_HEADNODE,,,en_285009,cbr_2166314,,,BUS_4KV,,SUNNYSIDE,,,VOLTAGELIMIT_4KV
NICHOLAS_HEADNODE,,,en_790004,cbr_2181817,,,BUS_16KV,,TAPIA,,,VOLTAGELIMIT_16KV
TUNA_HEADNODE,,,en_790005,cbr_2188118,,,BUS_16KV,,TAPIA,,,VOLTAGELIMIT_16KV
DICE_HEADNODE,,,en_414202,cbr_2154424,,,BUS_33KV,,PHELAN,,,VOLTAGELIMIT_33KV
LOTTO_HEADNODE,,,en_415055,cbr_2182778,,,BUS_12KV,,PHELAN,,,VOLTAGELIMIT_12KV
KENO_HEADNODE,,,en_415057,cbr_2169654,,,BUS_12KV,,PHELAN,,,VOLTAGELIMIT_12KV
GAMBLER_HEADNODE,,,en_415059,cbr_2175351,,,BUS_12KV,,PHELAN,,,VOLTAGELIMIT_12KV
COACHELLA_HEADNODE,,,en_516205,cbr_2140670,,,BUS_33KV,,GARNET,,,VOLTAGELIMIT_33KV
ARLINGTON_HEADNODE,,,en_601001,cbr_2135463,,,BUS_12KV,,PEDLEY,,,VOLTAGELIMIT_12KV
SEVAINE_HEADNODE,,,en_601071,cbr_2183967,,,BUS_12KV,,PEDLEY,,,VOLTAGELIMIT_12KV
LA SIERRA_HEADNODE,,,en_601002,cbr_2168322,,,BUS_12KV,,PEDLEY,,,VOLTAGELIMIT_12KV
SNIPES_HEADNODE,,,en_601052,cbr_2185805,,,BUS_12KV,,PEDLEY,,,VOLTAGELIMIT_12KV
QUARRY_HEADNODE,,,en_601003,cbr_2190424,,,BUS_12KV,,PEDLEY,,,VOLTAGELIMIT_12KV
WINEVILLE_HEADNODE,,,en_601053,cbr_2190379,,,BUS_12KV,,PEDLEY,,,VOLTAGELIMIT_12KV
LAB_HEADNODE,,,en_601054,cbr_2164063,,,BUS_12KV,,PEDLEY,,,VOLTAGELIMIT_12KV
MAGUIRE_HEADNODE,,,en_800057,cbr_2177958,,,BUS_16KV,,LATIGO,,,VOLTAGELIMIT_16KV
MERLIN_HEADNODE,,,en_800058,cbr_2177157,,,BUS_16KV,,LATIGO,,,VOLTAGELIMIT_16KV
GALAHAD_HEADNODE,,,en_800900,cbr_2152560,,,BUS_16KV,,LATIGO,,,VOLTAGELIMIT_16KV
CUTHBERT_HEADNODE,,,en_800901,cbr_2163881,,,BUS_16KV,,LATIGO,,,VOLTAGELIMIT_16KV
MONA_HEADNODE,,,en_1185053,cbr_2186307,,,BUS_4KV,,ATHENS,,,VOLTAGELIMIT_4KV
ANTWERP_HEADNODE,,,en_1185055,cbr_2142146,,,BUS_4KV,,ATHENS,,,VOLTAGELIMIT_4KV
PLUM_HEADNODE,,,en_1185056,cbr_2179644,,,BUS_4KV,,ATHENS,,,VOLTAGELIMIT_4KV
ANZAC_HEADNODE,,,en_1185052,cbr_2142147,,,BUS_4KV,,ATHENS,,,VOLTAGELIMIT_4KV
TOWNHALL_HEADNODE,,,en_1286003,cbr_2190976,,,BUS_33KV,,TOWNHALL,,,VOLTAGELIMIT_33KV
TRAM_HEADNODE,,,en_516062,cbr_2190593,,,BUS_33KV,,GARNET,,,VOLTAGELIMIT_33KV
PIERSON_HEADNODE,,,en_516072,cbr_2179553,,,BUS_33KV,,GARNET,,,VOLTAGELIMIT_33KV
PALMVIEW_HEADNODE,,,en_516202,cbr_2184481,,,BUS_33KV,,GARNET,,,VOLTAGELIMIT_33KV
DILLON_HEADNODE,,,en_517001,cbr_2154427,,,BUS_12KV,,GARNET,,,VOLTAGELIMIT_12KV
SAN RAFAEL_HEADNODE,,,en_517002,cbr_2187699,,,BUS_12KV,,GARNET,,,VOLTAGELIMIT_12KV
LINDA VISTA_HEADNODE,,,en_517003,cbr_2169827,,,BUS_12KV,,GARNET,,,VOLTAGELIMIT_12KV
DESERT CREST_HEADNODE,,,en_517004,cbr_2150430,,,BUS_12KV,,GARNET,,,VOLTAGELIMIT_12KV
DEALER_HEADNODE,,,en_415053,cbr_2144961,,,BUS_12KV,,PHELAN,,,VOLTAGELIMIT_12KV
STAGHORN_HEADNODE,,,en_390352,cbr_2186784,,,BUS_12KV,,BAIN,,,VOLTAGELIMIT_12KV
HEFTLER_HEADNODE,,,en_390354,cbr_2153684,,,BUS_12KV,,BAIN,,,VOLTAGELIMIT_12KV
CONNING_HEADNODE,,,en_390356,cbr_2159137,,,BUS_12KV,,BAIN,,,VOLTAGELIMIT_12KV
CABANA_HEADNODE,,,en_390360,cbr_2138258,,,BUS_12KV,,BAIN,,,VOLTAGELIMIT_12KV
CAMEO_HEADNODE,,,en_390361,cbr_2138601,,,BUS_12KV,,BAIN,,,VOLTAGELIMIT_12KV
BEN NEVIS_HEADNODE,,,en_390357,cbr_2144235,,,BUS_12KV,,BAIN,,,VOLTAGELIMIT_12KV
TRIPAS_HEADNODE,,,en_3286064,cbr_15958958,,,BUS_12KV,,BORREGO,,,VOLTAGELIMIT_12KV
MAYO_HEADNODE,,,en_252801,cbr_2185231,,,BUS_16KV,,BULLIS,,,VOLTAGELIMIT_16KV
KENWOOD_HEADNODE,,,en_252807,cbr_2181377,,,BUS_16KV,,BULLIS,,,VOLTAGELIMIT_16KV
PARADISE_HEADNODE,,,en_2038822,cbr_2179299,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
VICASA_HEADNODE,,,en_2038222,cbr_2190638,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
MILO_HEADNODE,,,en_2038302,cbr_2185720,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
SORRENTO_HEADNODE,,,en_2038502,cbr_2189488,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
HORNTOAD_HEADNODE,,,en_2038602,cbr_2160457,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
CALABASAS_HEADNODE,,,en_2038902,cbr_2139456,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
PARKMORE_HEADNODE,,,en_2038162,cbr_2184483,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
HORIZON_HEADNODE,,,en_2038111,cbr_2178257,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
LEMOND_HEADNODE,,,en_1573200,cbr_25902651,,,BUS_33KV,,SANTIAGO,,,VOLTAGELIMIT_33KV
BELLGRAVE_HEADNODE,,,en_390358,cbr_26842641,,,BUS_12KV,,BAIN,,,VOLTAGELIMIT_12KV
SEABOARD_HEADNODE,,,en_790008,cbr_15530337,,,BUS_16KV,,TAPIA,,,VOLTAGELIMIT_16KV
OLD MANS_HEADNODE,,,en_613991,cbr_29735329,,,BUS_12KV,,SAN_ONOFRE,,,VOLTAGELIMIT_12KV
OWENS_HEADNODE,,,en_1529210,cbr_2182609,,,BUS_33KV,,CORONA,,,VOLTAGELIMIT_33KV
CUPPLES_HEADNODE,,,en_1529220,cbr_2144095,,,BUS_33KV,,CORONA,,,VOLTAGELIMIT_33KV
INTERPACE_HEADNODE,,,en_1529200,cbr_2161012,,,BUS_33KV,,CORONA,,,VOLTAGELIMIT_33KV
PORPHYRY_HEADNODE,,,en_1529009,cbr_2190417,,,BUS_33KV,,CORONA,,,VOLTAGELIMIT_33KV
PRICE_HEADNODE,,,en_1530002,cbr_2181895,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
GLACIER_HEADNODE,,,en_1530004,cbr_2157129,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
MICHAEL_HEADNODE,,,en_1530006,cbr_2177313,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
BROTHERTON_HEADNODE,,,en_1530007,cbr_2134170,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
PASEO_HEADNODE,,,en_1530008,cbr_2179302,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
TESORO_HEADNODE,,,en_1530009,cbr_2190347,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
VASSAL_HEADNODE,,,en_1530010,cbr_2190634,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
PULASKI_HEADNODE,,,en_1530011,cbr_2181966,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
VICENTIA_HEADNODE,,,en_1530012,cbr_2191009,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
PARKRIDGE_HEADNODE,,,en_1530014,cbr_2184484,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
ROULETTE_HEADNODE,,,en_1530015,cbr_2186703,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
PROMENADE_HEADNODE,,,en_1530016,cbr_2190421,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
SHERIDAN_HEADNODE,,,en_1530021,cbr_2190809,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
SERFAS_HEADNODE,,,en_1530022,cbr_2183690,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
KINGSFORD_HEADNODE,,,en_1530023,cbr_2173288,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
BOLLERO_HEADNODE,,,en_1530025,cbr_2137738,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
ASTORIA_HEADNODE,,,en_1530026,cbr_2142521,,,BUS_12KV,,CORONA,,,VOLTAGELIMIT_12KV
DE MARI_HEADNODE,,,en_1531005,cbr_2149399,,,BUS_4KV,,CORONA,,,VOLTAGELIMIT_4KV
JOY_HEADNODE,,,en_1531007,cbr_2169285,,,BUS_4KV,,CORONA,,,VOLTAGELIMIT_4KV
EURO_HEADNODE,,,en_1536002,cbr_2150953,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
SCHILLING_HEADNODE,,,en_1536004,cbr_2187704,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
LIRE_HEADNODE,,,en_1536006,cbr_2182695,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
FARTHING_HEADNODE,,,en_1536007,cbr_2157867,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
DUCAT_HEADNODE,,,en_1536008,cbr_2167237,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
DIME_HEADNODE,,,en_1536010,cbr_2165585,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
CENTAVO_HEADNODE,,,en_1536011,cbr_2155176,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
PENCE_HEADNODE,,,en_1536012,cbr_2179387,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
KRONA_HEADNODE,,,en_1536014,cbr_2166850,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
YEN_HEADNODE,,,en_1536016,cbr_2188974,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
FORINT_HEADNODE,,,en_1536052,cbr_2159517,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
DRACHMA_HEADNODE,,,en_1536053,cbr_2167233,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
GUILDER_HEADNODE,,,en_1536054,cbr_2175975,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
KWACHA_HEADNODE,,,en_1536061,cbr_2181564,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
FRANC_HEADNODE,,,en_1536062,cbr_2152042,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
RUBLE_HEADNODE,,,en_1536064,cbr_2186706,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
RAND_HEADNODE,,,en_1536066,cbr_2182934,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
SAWPIT_HEADNODE,,,en_1540205,cbr_2190769,,,BUS_33KV,,ARROWHEAD,,,VOLTAGELIMIT_33KV
SHAKE_HEADNODE,,,en_1540202,cbr_2183694,,,BUS_33KV,,ARROWHEAD,,,VOLTAGELIMIT_33KV
CRAB_HEADNODE,,,en_1540208,cbr_2136394,,,BUS_33KV,,ARROWHEAD,,,VOLTAGELIMIT_33KV
JEEP_HEADNODE,,,en_1541006,cbr_2180539,,,BUS_12KV,,ARROWHEAD,,,VOLTAGELIMIT_12KV
SQUINT_HEADNODE,,,en_1541007,cbr_2184402,,,BUS_12KV,,ARROWHEAD,,,VOLTAGELIMIT_12KV
SAD_HEADNODE,,,en_1542051,cbr_2187545,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
FAMOUS_HEADNODE,,,en_1542052,cbr_2151121,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
LIMONITE_HEADNODE,,,en_1542205,cbr_2169826,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
BOX SPRING_HEADNODE,,,en_1542055,cbr_2132238,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
MEREDITH_HEADNODE,,,en_1542057,cbr_2172465,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
VERDEMONT_HEADNODE,,,en_1542202,cbr_2188274,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
FONRI_HEADNODE,,,en_1542208,cbr_2159511,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
LARCH_HEADNODE,,,en_1542212,cbr_2168321,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
LITTLE MOUNTAIN_HEADNODE,,,en_1542062,cbr_2176400,,,BUS_33KV,,CALECTRIC,,,VOLTAGELIMIT_33KV
DOG PATCH_HEADNODE,,,en_613990,cbr_29735285,,,BUS_12KV,,SAN_ONOFRE,,,VOLTAGELIMIT_12KV
KUNA_HEADNODE,,,en_1536055,cbr_2164061,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
FROOME_HEADNODE,,,en_1573203,cbr_25902523,,,BUS_33KV,,SANTIAGO,,,VOLTAGELIMIT_33KV
YUBAN_HEADNODE,,,en_1882004,cbr_2191070,,,BUS_12KV,,COFFEE,,,VOLTAGELIMIT_12KV
KONA_HEADNODE,,,en_1882006,cbr_2181466,,,BUS_12KV,,COFFEE,,,VOLTAGELIMIT_12KV
MAXIM_HEADNODE,,,en_1882008,cbr_2185148,,,BUS_12KV,,COFFEE,,,VOLTAGELIMIT_12KV
HILLS_HEADNODE,,,en_1882009,cbr_2160452,,,BUS_12KV,,COFFEE,,,VOLTAGELIMIT_12KV
CAFE_HEADNODE,,,en_1882012,cbr_2139451,,,BUS_12KV,,COFFEE,,,VOLTAGELIMIT_12KV
BLEND_HEADNODE,,,en_1882010,cbr_2133567,,,BUS_12KV,,COFFEE,,,VOLTAGELIMIT_12KV
ESPRESSO_HEADNODE,,,en_1882013,cbr_2157667,,,BUS_12KV,,COFFEE,,,VOLTAGELIMIT_12KV
LATTE_HEADNODE,,,en_1882014,cbr_2174571,,,BUS_12KV,,COFFEE,,,VOLTAGELIMIT_12KV
CAMPANULA_HEADNODE,,,en_2046004,cbr_2145323,,,BUS_33KV,,NUGGET,,,VOLTAGELIMIT_33KV
LANDERS_HEADNODE,,,en_2046001,cbr_2186949,,,BUS_33KV,,NUGGET,,,VOLTAGELIMIT_33KV
CORDOBA_HEADNODE,,,en_1536056,cbr_2143084,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
CREEKSIDE_HEADNODE,,,en_3010052,cbr_2149027,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
GARRETT_HEADNODE,,,en_3010053,cbr_2161194,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
KROPP_HEADNODE,,,en_3010055,cbr_2164060,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
BORBA_HEADNODE,,,en_3010056,cbr_2132232,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
NOVAC_HEADNODE,,,en_3010057,cbr_2174212,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
HOFER_HEADNODE,,,en_3010059,cbr_2155850,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
IMBACH_HEADNODE,,,en_3010060,cbr_2178424,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
BRAVON_HEADNODE,,,en_3010062,cbr_2134911,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
DANISH_HEADNODE,,,en_3010063,cbr_2144747,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
SWISS_HEADNODE,,,en_3010064,cbr_2190950,,,BUS_12KV,,ARCHIBALD,,,VOLTAGELIMIT_12KV
STOCKCAR_HEADNODE,,,en_3013051,cbr_2189631,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
BOMBAY_HEADNODE,,,en_3013052,cbr_2137910,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
TURNTABLE_HEADNODE,,,en_3013053,cbr_2190616,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
WIGWAG_HEADNODE,,,en_3013054,cbr_2190699,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
REDBALL_HEADNODE,,,en_3013056,cbr_2190542,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
SLOVER_HEADNODE,,,en_3013057,cbr_2184234,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
TENDER_HEADNODE,,,en_3013058,cbr_2190342,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
SPIKE_HEADNODE,,,en_3013060,cbr_2190836,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
FLATCAR_HEADNODE,,,en_3013061,cbr_2152045,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
IRONHORSE_HEADNODE,,,en_3013062,cbr_2180377,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
HOPPER_HEADNODE,,,en_3013063,cbr_2167615,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
STREAMLINER_HEADNODE,,,en_3013064,cbr_2186874,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
HIGHBALL_HEADNODE,,,en_3013066,cbr_2155526,,,BUS_12KV,,BLOOMINGTON,,,VOLTAGELIMIT_12KV
VIMINAL_HEADNODE,,,en_3015051,cbr_2190209,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
AMADO_HEADNODE,,,en_3015052,cbr_2131722,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
ALVERA_HEADNODE,,,en_3015054,cbr_2129703,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
DATE PALM_HEADNODE,,,en_3015056,cbr_2165213,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
AUTRY_HEADNODE,,,en_3015057,cbr_2130399,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
TORTUGA_HEADNODE,,,en_3015059,cbr_2190590,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
FEY_HEADNODE,,,en_3015060,cbr_2158060,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
LANDAU_HEADNODE,,,en_3015061,cbr_2182118,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
GARBO_HEADNODE,,,en_3015062,cbr_2152730,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
VOLTURNO_HEADNODE,,,en_3015063,cbr_2188613,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
SKELTON_HEADNODE,,,en_3015065,cbr_2189182,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
RANA_HEADNODE,,,en_3015066,cbr_2183966,,,BUS_12KV,,FARRELL,,,VOLTAGELIMIT_12KV
NORTH SHORE_HEADNODE,,,en_3018053,cbr_2187385,,,BUS_12KV,,BURNT_MILL,,,VOLTAGELIMIT_12KV
CEDAR GLEN_HEADNODE,,,en_3018054,cbr_2137233,,,BUS_12KV,,BURNT_MILL,,,VOLTAGELIMIT_12KV
