ENTRYNUMBER,OBJECTNAME                         ,OBJECTTYPE        ,SERVERCONTROLCENTERREF,DOMAINNAMEREF,DATASETNAMEREF,STATUSPOINTREF,ANALOGPOINTREF,ACCUMPOINTREF,CMEPOINTREF,INTERPRETA,MAN,VCCACCESSSETREF,SEQ
28447,DMS_ETIWAN_MAGOO_MVAR              ,RealQ             ,1,             ,27,              ,206599,             ,           ,          ,   ,               ,
28448,DMS_ETIWAN_MARX_MVAR               ,RealQ             ,1,             ,27,              ,206594,             ,           ,          ,   ,               ,
28449,DMS_ETIWAN_NO10_BK_KV_BC           ,RealQ             ,1,             ,27,              ,206575,             ,           ,          ,   ,               ,
28450,DMS_ETIWAN_NO10_BK_MVAR            ,RealQ             ,1,             ,27,              ,206573,             ,           ,          ,   ,               ,
28451,DMS_ETIWAN_NO10_BK_MW              ,RealQ             ,1,             ,27,              ,206572,             ,           ,          ,   ,               ,
28461,DMS_ETIWAN_NO7_CAPS_CONT           ,StateQ            ,1,             ,27,40476,              ,             ,           ,          ,   ,               ,
28462,DMS_ETIWAN_NO7_CAPS_LO_RSET        ,StateQ            ,1,             ,27,40475,              ,             ,           ,          ,   ,               ,
28463,DMS_ETIWAN_NO7_CAPS_SW             ,StateQ            ,1,             ,27,40474,              ,             ,           ,          ,   ,               ,
28452,DMS_ETIWAN_NO7_CAPS_VOLT           ,RealQ             ,1,             ,27,              ,206621,             ,           ,          ,   ,               ,
28464,DMS_ETIWAN_NO8_CAPS_CONT           ,StateQ            ,1,             ,27,40480,              ,             ,           ,          ,   ,               ,
28465,DMS_ETIWAN_NO8_CAPS_LO_RSET        ,StateQ            ,1,             ,27,40479,              ,             ,           ,          ,   ,               ,
28466,DMS_ETIWAN_NO8_CAPS_SW             ,StateQ            ,1,             ,27,40478,              ,             ,           ,          ,   ,               ,
28453,DMS_ETIWAN_NO8_CAPS_VOLT           ,RealQ             ,1,             ,27,              ,206622,             ,           ,          ,   ,               ,
28454,DMS_ETIWAN_NO9_BK_KV_BC            ,RealQ             ,1,             ,27,              ,206565,             ,           ,          ,   ,               ,
28455,DMS_ETIWAN_NO9_BK_MVAR             ,RealQ             ,1,             ,27,              ,206563,             ,           ,          ,   ,               ,
28456,DMS_ETIWAN_NO9_BK_MW               ,RealQ             ,1,             ,27,              ,206562,             ,           ,          ,   ,               ,
28467,DMS_ETIWAN_NO9_CAPS_CONT           ,StateQ            ,1,             ,27,259268,              ,             ,           ,          ,   ,               ,
28468,DMS_ETIWAN_NO9_CAPS_LO_RSET        ,StateQ            ,1,             ,27,259267,              ,             ,           ,          ,   ,               ,
28469,DMS_ETIWAN_NO9_CAPS_SW             ,StateQ            ,1,             ,27,259266,              ,             ,           ,          ,   ,               ,
28457,DMS_ETIWAN_NO9_CAPS_VOLT           ,RealQ             ,1,             ,27,              ,213336,             ,           ,          ,   ,               ,
28458,DMS_ETIWAN_PRYOR_MVAR              ,RealQ             ,1,             ,27,              ,213346,             ,           ,          ,   ,               ,
28459,DMS_ETIWAN_SELLERS_MVAR            ,RealQ             ,1,             ,27,              ,208177,             ,           ,          ,   ,               ,
28460,DMS_ETIWAN_STOOGES_MVAR            ,RealQ             ,1,             ,27,              ,206589,             ,           ,          ,   ,               ,
28470,DMS_FELTON_DEBORAH_MVAR            ,RealQ             ,1,             ,27,              ,113648,             ,           ,          ,   ,               ,
28471,DMS_FELTON_GEARLN_MVAR             ,RealQ             ,1,             ,27,              ,113664,             ,           ,          ,   ,               ,
28472,DMS_FELTON_KATHLEEN_MVAR           ,RealQ             ,1,             ,27,              ,113653,             ,           ,          ,   ,               ,
28473,DMS_FELTON_MARGARET_MVAR           ,RealQ             ,1,             ,27,              ,113643,             ,           ,          ,   ,               ,
28479,DMS_FELTON_NO1_CAPS_CONT           ,StateQ            ,1,             ,27,134942,              ,             ,           ,          ,   ,               ,
28474,DMS_FELTON_NO1_CAPS_KV             ,RealQ             ,1,             ,27,              ,113633,             ,           ,          ,   ,               ,
28480,DMS_FELTON_NO1_CAPS_LO_RSET        ,StateQ            ,1,             ,27,134941,              ,             ,           ,          ,   ,               ,
28481,DMS_FELTON_NO1_CAPS_SW             ,StateQ            ,1,             ,27,134940,              ,             ,           ,          ,   ,               ,
28475,DMS_FELTON_NO6_BK_KV_BC            ,RealQ             ,1,             ,27,              ,113624,             ,           ,          ,   ,               ,
28476,DMS_FELTON_NO6_BK_MVAR             ,RealQ             ,1,             ,27,              ,113622,             ,           ,          ,   ,               ,
28477,DMS_FELTON_NO6_BK_MW               ,RealQ             ,1,             ,27,              ,113621,             ,           ,          ,   ,               ,
28478,DMS_FELTON_SANDRA_MVAR             ,RealQ             ,1,             ,27,              ,113638,             ,           ,          ,   ,               ,
28482,DMS_GARNET_12KV_BUS_VOLT           ,RealQ             ,1,             ,27,              ,190516,             ,           ,          ,   ,               ,
28483,DMS_GARNET_DILLON_MVAR             ,RealQ             ,1,             ,27,              ,190563,             ,           ,          ,   ,               ,
28484,DMS_GARNET_DS_CREST_MVAR           ,RealQ             ,1,             ,27,              ,190578,             ,           ,          ,   ,               ,
28485,DMS_GARNET_LINDAVISTA_MVAR         ,RealQ             ,1,             ,27,              ,190573,             ,           ,          ,   ,               ,
28486,DMS_GARNET_NO4_BK_MVAR             ,RealQ             ,1,             ,27,              ,190528,             ,           ,          ,   ,               ,
28487,DMS_GARNET_NO4_BK_MW               ,RealQ             ,1,             ,27,              ,190527,             ,           ,          ,   ,               ,
28488,DMS_GARNET_SRAFAEL_MVAR            ,RealQ             ,1,             ,27,              ,190568,             ,           ,          ,   ,               ,
28489,DMS_HATHAWAY_12KV_BUS_VOLT         ,RealQ             ,1,             ,27,              ,101864,             ,           ,          ,   ,               ,
28490,DMS_HATHAWAY_ATHERTON_MVAR         ,RealQ             ,1,             ,27,              ,101930,             ,           ,          ,   ,               ,
28491,DMS_HATHAWAY_BENNETT_MVAR          ,RealQ             ,1,             ,27,              ,101895,             ,           ,          ,   ,               ,
28492,DMS_HATHAWAY_HAVANA_MVAR           ,RealQ             ,1,             ,27,              ,101920,             ,           ,          ,   ,               ,
28493,DMS_HATHAWAY_MARLAND_MVAR          ,RealQ             ,1,             ,27,              ,101925,             ,           ,          ,   ,               ,
28494,DMS_HATHAWAY_MOLINO_MVAR           ,RealQ             ,1,             ,27,              ,101905,             ,           ,          ,   ,               ,
28495,DMS_HATHAWAY_NO1_BK_MVAR           ,RealQ             ,1,             ,27,              ,101873,             ,           ,          ,   ,               ,
28496,DMS_HATHAWAY_NO1_BK_MW             ,RealQ             ,1,             ,27,              ,101872,             ,           ,          ,   ,               ,
28501,DMS_HATHAWAY_NO1_CAP_AUTO          ,StateQ            ,1,             ,27,107942,              ,             ,           ,          ,   ,               ,
28503,DMS_HATHAWAY_NO1_CAP_CB            ,StateQ            ,1,             ,27,107907,              ,             ,           ,          ,   ,               ,
28502,DMS_HATHAWAY_NO1_CAP_LO            ,StateQ            ,1,             ,27,107878,              ,             ,           ,          ,   ,               ,
28497,DMS_HATHAWAY_NO2_BK_MVAR           ,RealQ             ,1,             ,27,              ,101878,             ,           ,          ,   ,               ,
28498,DMS_HATHAWAY_NO2_BK_MW             ,RealQ             ,1,             ,27,              ,101877,             ,           ,          ,   ,               ,
28499,DMS_HATHAWAY_SOTO_MVAR             ,RealQ             ,1,             ,27,              ,101900,             ,           ,          ,   ,               ,
28500,DMS_HATHAWAY_XIMENO_MVAR           ,RealQ             ,1,             ,27,              ,101915,             ,           ,          ,   ,               ,
28524,DMS_MORRO_ACRES_MVAR               ,RealQ             ,1,             ,27,              ,112381,             ,           ,          ,   ,               ,
28522,DMS_MORRO_AGATE_MVAR               ,RealQ             ,1,             ,27,              ,112371,             ,           ,          ,   ,               ,
28520,DMS_MORRO_ARTIST_MVAR              ,RealQ             ,1,             ,27,              ,112361,             ,           ,          ,   ,               ,
28523,DMS_MORRO_CORTESE_MVAR             ,RealQ             ,1,             ,27,              ,112376,             ,           ,          ,   ,               ,
28515,DMS_MORRO_NO1_BK_KV_BC             ,RealQ             ,1,             ,27,              ,112331,             ,           ,          ,   ,               ,
28514,DMS_MORRO_NO1_BK_MVAR              ,RealQ             ,1,             ,27,              ,112329,             ,           ,          ,   ,               ,
28513,DMS_MORRO_NO1_BK_MW                ,RealQ             ,1,             ,27,              ,112328,             ,           ,          ,   ,               ,
28511,DMS_MORRO_NO1_CAPS_CB              ,StateQ            ,1,             ,27,132149,              ,             ,           ,          ,   ,               ,
28519,DMS_MORRO_NO1_CAPS_VOLT            ,RealQ             ,1,             ,27,              ,112350,             ,           ,          ,   ,               ,
28518,DMS_MORRO_NO2_BK_KV_BC             ,RealQ             ,1,             ,27,              ,112342,             ,           ,          ,   ,               ,
28517,DMS_MORRO_NO2_BK_MVAR              ,RealQ             ,1,             ,27,              ,112340,             ,           ,          ,   ,               ,
28516,DMS_MORRO_NO2_BK_MW                ,RealQ             ,1,             ,27,              ,112339,             ,           ,          ,   ,               ,
28510,DMS_MORRO_NO2_CAPS_SW              ,StateQ            ,1,             ,27,9057,              ,             ,           ,          ,   ,               ,
28512,DMS_MORRO_NO2_CAPS_VOLT            ,RealQ             ,1,             ,27,              ,1705,             ,           ,          ,   ,               ,
28521,DMS_MORRO_RIMROCK_MVAR             ,RealQ             ,1,             ,27,              ,112366,             ,           ,          ,   ,               ,
28622,DMS_MARYMOUN_16KV_BUS_VOLT         ,RealQ             ,1,             ,27,              ,109065,             ,           ,          ,   ,               ,
28623,DMS_MARYMOUN_1BK_MVAR              ,RealQ             ,1,             ,27,              ,109062,             ,           ,          ,   ,               ,
28624,DMS_MARYMOUN_1BK_MW                ,RealQ             ,1,             ,27,              ,109061,             ,           ,          ,   ,               ,
28625,DMS_MARYMOUN_AMBER_MVAR            ,RealQ             ,1,             ,27,              ,109085,             ,           ,          ,   ,               ,
28626,DMS_MARYMOUN_COVE_VIEW_MVAR        ,RealQ             ,1,             ,27,              ,109078,             ,           ,          ,   ,               ,
28628,DMS_MARYMOUN_NO1_CAP_BK_A_S        ,StateQ            ,1,             ,27,124128,              ,             ,           ,          ,   ,               ,
28629,DMS_MARYMOUN_NO1_CAP_BK_CB         ,StateQ            ,1,             ,27,124127,              ,             ,           ,          ,   ,               ,
28627,DMS_MARYMOUN_SHORELN_MVAR          ,RealQ             ,1,             ,27,              ,109073,             ,           ,          ,   ,               ,
28630,DMS_MODENA_ARABIA_MVAR             ,RealQ             ,1,             ,27,              ,121054,             ,           ,          ,   ,               ,
28631,DMS_MODENA_BORNEO_MVAR             ,RealQ             ,1,             ,27,              ,121080,             ,           ,          ,   ,               ,
28632,DMS_MODENA_CHINA_MVAR              ,RealQ             ,1,             ,27,              ,121059,             ,           ,          ,   ,               ,
28633,DMS_MODENA_IRAN_MVAR               ,RealQ             ,1,             ,27,              ,121049,             ,           ,          ,   ,               ,
28634,DMS_MODENA_ISRAEL_MVAR             ,RealQ             ,1,             ,27,              ,121095,             ,           ,          ,   ,               ,
28635,DMS_MODENA_KOREA_MVAR              ,RealQ             ,1,             ,27,              ,121069,             ,           ,          ,   ,               ,
28636,DMS_MODENA_NEPAL_MVAR              ,RealQ             ,1,             ,27,              ,115000,             ,           ,          ,   ,               ,
28637,DMS_MODENA_NO1_BK_KV_BC            ,RealQ             ,1,             ,27,              ,121020,             ,           ,          ,   ,               ,
28638,DMS_MODENA_NO1_BK_MVAR             ,RealQ             ,1,             ,27,              ,121018,             ,           ,          ,   ,               ,
28639,DMS_MODENA_NO1_BK_MW               ,RealQ             ,1,             ,27,              ,121017,             ,           ,          ,   ,               ,
28652,DMS_MODENA_NO1_CAPS_CB             ,StateQ            ,1,             ,27,179447,              ,             ,           ,          ,   ,               ,
23246,DMS_ATWOOD_NO1_CAPS_CONT           ,StateQ            ,1,             ,15,195567,              ,             ,           ,          ,   ,               ,
23247,DMS_ATWOOD_NO1_CAPS_LO_RSET        ,StateQ            ,1,             ,15,195566,              ,             ,           ,          ,   ,               ,
23224,DMS_BAYSIDE_BASS_MVAR              ,RealQ             ,1,             ,15,              ,120183,             ,           ,          ,   ,               ,
23225,DMS_BAYSIDE_CATFISH_MVAR           ,RealQ             ,1,             ,15,              ,120167,             ,           ,          ,   ,               ,
23226,DMS_BAYSIDE_CORBINA_MVAR           ,RealQ             ,1,             ,15,              ,120198,             ,           ,          ,   ,               ,
23227,DMS_BAYSIDE_GRUNION_MVAR           ,RealQ             ,1,             ,15,              ,120188,             ,           ,          ,   ,               ,
23228,DMS_BAYSIDE_NO1_BK_KV_BC           ,RealQ             ,1,             ,15,              ,120142,             ,           ,          ,   ,               ,
23229,DMS_BAYSIDE_NO1_BK_MVAR            ,RealQ             ,1,             ,15,              ,120140,             ,           ,          ,   ,               ,
23230,DMS_BAYSIDE_NO1_BK_MW              ,RealQ             ,1,             ,15,              ,120139,             ,           ,          ,   ,               ,
23240,DMS_BAYSIDE_NO1_CAPS_CB            ,StateQ            ,1,             ,15,177168,              ,             ,           ,          ,   ,               ,
23241,DMS_BAYSIDE_NO1_CAPS_CONT          ,StateQ            ,1,             ,15,177170,              ,             ,           ,          ,   ,               ,
23242,DMS_BAYSIDE_NO1_CAPS_LO_RSET       ,StateQ            ,1,             ,15,177169,              ,             ,           ,          ,   ,               ,
23231,DMS_BAYSIDE_NO1_CAPS_VOLT          ,RealQ             ,1,             ,15,              ,120153,             ,           ,          ,   ,               ,
23232,DMS_BAYSIDE_NO2_BK_KV_BC           ,RealQ             ,1,             ,15,              ,120130,             ,           ,          ,   ,               ,
23233,DMS_BAYSIDE_NO2_BK_MVAR            ,RealQ             ,1,             ,15,              ,120128,             ,           ,          ,   ,               ,
23234,DMS_BAYSIDE_NO2_BK_MW              ,RealQ             ,1,             ,15,              ,120127,             ,           ,          ,   ,               ,
23243,DMS_BAYSIDE_NO2_CAPS_CB            ,StateQ            ,1,             ,15,177176,              ,             ,           ,          ,   ,               ,
23244,DMS_BAYSIDE_NO2_CAPS_CONT          ,StateQ            ,1,             ,15,177178,              ,             ,           ,          ,   ,               ,
23245,DMS_BAYSIDE_NO2_CAPS_LO_RSET       ,StateQ            ,1,             ,15,177177,              ,             ,           ,          ,   ,               ,
23235,DMS_BAYSIDE_NO2_CAPS_VOLT          ,RealQ             ,1,             ,15,              ,120157,             ,           ,          ,   ,               ,
23236,DMS_BAYSIDE_PERCH_MVAR             ,RealQ             ,1,             ,15,              ,120162,             ,           ,          ,   ,               ,
23237,DMS_BAYSIDE_PIKE_MVAR              ,RealQ             ,1,             ,15,              ,120203,             ,           ,          ,   ,               ,
23238,DMS_BAYSIDE_TARPON_MVAR            ,RealQ             ,1,             ,15,              ,120172,             ,           ,          ,   ,               ,
23239,DMS_BAYSIDE_YELLOWTAIL_MVAR        ,RealQ             ,1,             ,15,              ,120193,             ,           ,          ,   ,               ,
23222,DMS_BOLSA_NO1_CAPS_CONT            ,StateQ            ,1,             ,15,174351,              ,             ,           ,          ,   ,               ,
23223,DMS_BOLSA_NO1_CAPS_LO_RSET         ,StateQ            ,1,             ,15,174350,              ,             ,           ,          ,   ,               ,
23218,DMS_BREA_NO1_CAPS_CONT             ,StateQ            ,1,             ,15,196129,              ,             ,           ,          ,   ,               ,
23219,DMS_BREA_NO1_CAPS_LO_RSET          ,StateQ            ,1,             ,15,196128,              ,             ,           ,          ,   ,               ,
23220,DMS_BREA_NO2_CAPS_CONT             ,StateQ            ,1,             ,15,272177,              ,             ,           ,          ,   ,               ,
23221,DMS_BREA_NO2_CAPS_LO_RSET          ,StateQ            ,1,             ,15,272176,              ,             ,           ,          ,   ,               ,
23201,DMS_BROOKHUR_12KV_BUS_VOLT         ,RealQ             ,1,             ,15,              ,124989,             ,           ,          ,   ,               ,
23202,DMS_BROOKHUR_HIRSCH_MVAR           ,RealQ             ,1,             ,15,              ,124957,             ,           ,          ,   ,               ,
23203,DMS_BROOKHUR_MCKEEVER_MVAR         ,RealQ             ,1,             ,15,              ,124967,             ,           ,          ,   ,               ,
23204,DMS_BROOKHUR_NO1_BK_KV_BC          ,RealQ             ,1,             ,15,              ,124931,             ,           ,          ,   ,               ,
23205,DMS_BROOKHUR_NO1_BK_MVAR           ,RealQ             ,1,             ,15,              ,124929,             ,           ,          ,   ,               ,
23206,DMS_BROOKHUR_NO1_BK_MW             ,RealQ             ,1,             ,15,              ,124928,             ,           ,          ,   ,               ,
23215,DMS_BROOKHUR_NO1_CAPS_CB           ,StateQ            ,1,             ,15,190764,              ,             ,           ,          ,   ,               ,
23216,DMS_BROOKHUR_NO1_CAPS_CONT         ,StateQ            ,1,             ,15,190766,              ,             ,           ,          ,   ,               ,
23217,DMS_BROOKHUR_NO1_CAPS_LO_RSET      ,StateQ            ,1,             ,15,190765,              ,             ,           ,          ,   ,               ,
23207,DMS_BROOKHUR_NO2_BK_KV_BC          ,RealQ             ,1,             ,15,              ,124941,             ,           ,          ,   ,               ,
23208,DMS_BROOKHUR_NO2_BK_MVAR           ,RealQ             ,1,             ,15,              ,124939,             ,           ,          ,   ,               ,
23209,DMS_BROOKHUR_NO2_BK_MW             ,RealQ             ,1,             ,15,              ,124938,             ,           ,          ,   ,               ,
23210,DMS_BROOKHUR_PAUL_MVAR             ,RealQ             ,1,             ,15,              ,124972,             ,           ,          ,   ,               ,
23211,DMS_BROOKHUR_TITTLE_MVAR           ,RealQ             ,1,             ,15,              ,124952,             ,           ,          ,   ,               ,
23212,DMS_BROOKHUR_VANBROCKLIN_MVAR      ,RealQ             ,1,             ,15,              ,124983,             ,           ,          ,   ,               ,
23213,DMS_BROOKHUR_WATERFIELD_MVAR       ,RealQ             ,1,             ,15,              ,124988,             ,           ,          ,   ,               ,
23214,DMS_BROOKHUR_YOUNGER_MVAR          ,RealQ             ,1,             ,15,              ,124962,             ,           ,          ,   ,               ,
25578,DMS_TSM_CABRILLO_BK_1N_ANGLE       ,RealQ             ,1,             ,24,              ,300729,             ,           ,          ,   ,               ,
25579,DMS_TSM_CABRILLO_BK_1N_VOLTAGE     ,RealQ             ,1,             ,24,              ,300629,             ,           ,          ,   ,               ,
25580,DMS_TSM_CABRILLO_BK_1S_ANGLE       ,RealQ             ,1,             ,24,              ,300730,             ,           ,          ,   ,               ,
25581,DMS_TSM_CABRILLO_BK_1S_VOLTAGE     ,RealQ             ,1,             ,24,              ,300630,             ,           ,          ,   ,               ,
25582,DMS_TSM_CABRILLO_BK_2N_ANGLE       ,RealQ             ,1,             ,24,              ,300731,             ,           ,          ,   ,               ,
25583,DMS_TSM_CABRILLO_BK_2N_VOLTAGE     ,RealQ             ,1,             ,24,              ,300631,             ,           ,          ,   ,               ,
25584,DMS_TSM_CABRILLO_BK_2S_ANGLE       ,RealQ             ,1,             ,24,              ,300732,             ,           ,          ,   ,               ,
25585,DMS_TSM_CABRILLO_BK_2S_VOLTAGE     ,RealQ             ,1,             ,24,              ,300632,             ,           ,          ,   ,               ,
25586,DMS_TSM_CABRILLO_BK_4N_ANGLE       ,RealQ             ,1,             ,24,              ,300733,             ,           ,          ,   ,               ,
25587,DMS_TSM_CABRILLO_BK_4N_VOLTAGE     ,RealQ             ,1,             ,24,              ,300633,             ,           ,          ,   ,               ,
25588,DMS_TSM_CABRILLO_BK_4S_ANGLE       ,RealQ             ,1,             ,24,              ,300734,             ,           ,          ,   ,               ,
25589,DMS_TSM_CABRILLO_BK_4S_VOLTAGE     ,RealQ             ,1,             ,24,              ,300634,             ,           ,          ,   ,               ,
25590,DMS_TSM_CAMDEN_BK_2E_ANGLE         ,RealQ             ,1,             ,24,              ,300727,             ,           ,          ,   ,               ,
25591,DMS_TSM_CAMDEN_BK_2E_VOLTAGE       ,RealQ             ,1,             ,24,              ,300627,             ,           ,          ,   ,               ,
25592,DMS_TSM_CAMDEN_BK_2W_ANGLE         ,RealQ             ,1,             ,24,              ,300728,             ,           ,          ,   ,               ,
25593,DMS_TSM_CAMDEN_BK_2W_VOLTAGE       ,RealQ             ,1,             ,24,              ,300628,             ,           ,          ,   ,               ,
25594,DMS_TSM_CHESTNUT_BK_1E_ANGLE       ,RealQ             ,1,             ,24,              ,300723,             ,           ,          ,   ,               ,
25595,DMS_TSM_CHESTNUT_BK_1E_VOLTAGE     ,RealQ             ,1,             ,24,              ,300623,             ,           ,          ,   ,               ,
25596,DMS_TSM_CHESTNUT_BK_1W_ANGLE       ,RealQ             ,1,             ,24,              ,300724,             ,           ,          ,   ,               ,
25597,DMS_TSM_CHESTNUT_BK_1W_VOLTAGE     ,RealQ             ,1,             ,24,              ,300624,             ,           ,          ,   ,               ,
25598,DMS_TSM_CHESTNUT_BK_2E_ANGLE       ,RealQ             ,1,             ,24,              ,300725,             ,           ,          ,   ,               ,
25599,DMS_TSM_CHESTNUT_BK_2E_VOLTAGE     ,RealQ             ,1,             ,24,              ,300625,             ,           ,          ,   ,               ,
25600,DMS_TSM_CHESTNUT_BK_2W_ANGLE       ,RealQ             ,1,             ,24,              ,300726,             ,           ,          ,   ,               ,
25601,DMS_TSM_CHESTNUT_BK_2W_VOLTAGE     ,RealQ             ,1,             ,24,              ,300626,             ,           ,          ,   ,               ,
25602,DMS_TSM_CROWN_BK_1_ANGLE           ,RealQ             ,1,             ,24,              ,300739,             ,           ,          ,   ,               ,
25603,DMS_TSM_CROWN_BK_1_VOLTAGE         ,RealQ             ,1,             ,24,              ,300639,             ,           ,          ,   ,               ,
25604,DMS_TSM_CROWN_BK_2N_ANGLE          ,RealQ             ,1,             ,24,              ,300740,             ,           ,          ,   ,               ,
25605,DMS_TSM_CROWN_BK_2N_VOLTAGE        ,RealQ             ,1,             ,24,              ,300640,             ,           ,          ,   ,               ,
25606,DMS_TSM_CROWN_BK_2S_ANGLE          ,RealQ             ,1,             ,24,              ,300741,             ,           ,          ,   ,               ,
25607,DMS_TSM_CROWN_BK_2S_VOLTAGE        ,RealQ             ,1,             ,24,              ,300641,             ,           ,          ,   ,               ,
25608,DMS_TSM_CROWN_BK_3_ANGLE           ,RealQ             ,1,             ,24,              ,300742,             ,           ,          ,   ,               ,
25609,DMS_TSM_CROWN_BK_3_VOLTAGE         ,RealQ             ,1,             ,24,              ,300642,             ,           ,          ,   ,               ,
25610,DMS_TSM_FAIRVIEW_BK_1N_ANGLE       ,RealQ             ,1,             ,24,              ,300735,             ,           ,          ,   ,               ,
25611,DMS_TSM_FAIRVIEW_BK_1N_VOLTAGE     ,RealQ             ,1,             ,24,              ,300635,             ,           ,          ,   ,               ,
25612,DMS_TSM_FAIRVIEW_BK_1S_ANGLE       ,RealQ             ,1,             ,24,              ,300736,             ,           ,          ,   ,               ,
25613,DMS_TSM_FAIRVIEW_BK_1S_VOLTAGE     ,RealQ             ,1,             ,24,              ,300636,             ,           ,          ,   ,               ,
25614,DMS_TSM_FAIRVIEW_BK_2N_ANGLE       ,RealQ             ,1,             ,24,              ,300737,             ,           ,          ,   ,               ,
25615,DMS_TSM_FAIRVIEW_BK_2N_VOLTAGE     ,RealQ             ,1,             ,24,              ,300637,             ,           ,          ,   ,               ,
25616,DMS_TSM_FAIRVIEW_BK_2S_ANGLE       ,RealQ             ,1,             ,24,              ,300738,             ,           ,          ,   ,               ,
25617,DMS_TSM_FAIRVIEW_BK_2S_VOLTAGE     ,RealQ             ,1,             ,24,              ,300638,             ,           ,          ,   ,               ,
25618,DMS_TSM_JOHANNA_BK_6_ANGLE         ,RealQ             ,1,             ,24,              ,300721,             ,           ,          ,   ,               ,
25619,DMS_TSM_JOHANNA_BK_6_VOLTAGE       ,RealQ             ,1,             ,24,              ,300621,             ,           ,          ,   ,               ,
25620,DMS_TSM_JOHANNA_BK_8_ANGLE         ,RealQ             ,1,             ,24,              ,300722,             ,           ,          ,   ,               ,
25621,DMS_TSM_JOHANNA_BK_8_VOLTAGE       ,RealQ             ,1,             ,24,              ,300622,             ,           ,          ,   ,               ,
25622,DMS_TSM_MACARTHUR_BK_1N_VOLTAGE    ,RealQ             ,1,             ,24,              ,300644,             ,           ,          ,   ,               ,
25623,DMS_TSM_MACARTHUR_BK_1S_VOLTAGE    ,RealQ             ,1,             ,24,              ,300643,             ,           ,          ,   ,               ,
25624,DMS_TSM_MACARTHUR_BK_3N_VOLTAGE    ,RealQ             ,1,             ,24,              ,300646,             ,           ,          ,   ,               ,
25625,DMS_TSM_MACARTHUR_BK_3S_VOLTAGE    ,RealQ             ,1,             ,24,              ,300645,             ,           ,          ,   ,               ,
25626,DMS_TSM_MACARTHYR_BK_1N_ANGLE      ,RealQ             ,1,             ,24,              ,300744,             ,           ,          ,   ,               ,
25627,DMS_TSM_MACARTHYR_BK_1S_ANGLE      ,RealQ             ,1,             ,24,              ,300743,             ,           ,          ,   ,               ,
25628,DMS_TSM_MACARTHYR_BK_3N_ANGLE      ,RealQ             ,1,             ,24,              ,300746,             ,           ,          ,   ,               ,
25629,DMS_TSM_MACARTHYR_BK_3S_ANGLE      ,RealQ             ,1,             ,24,              ,300745,             ,           ,          ,   ,               ,
29648,DMS_GISLER_NO1_CAPS_CONT           ,StateQ            ,1,             ,29,182939,              ,             ,           ,          ,   ,               ,
29649,DMS_GISLER_NO1_CAPS_LO_RSET        ,StateQ            ,1,             ,29,182938,              ,             ,           ,          ,   ,               ,
29650,DMS_GISLER_NO2_CAPS_CONT           ,StateQ            ,1,             ,29,182946,              ,             ,           ,          ,   ,               ,
29651,DMS_GISLER_NO2_CAPS_LO_RSET        ,StateQ            ,1,             ,29,182945,              ,             ,           ,          ,   ,               ,
29652,DMS_LIBERTY_12KV_INNER_BUS_VOLT    ,RealQ             ,1,             ,29,              ,140655,             ,           ,          ,   ,               ,
29653,DMS_LIBERTY_12KV_OUTER_BUS_VOLT    ,RealQ             ,1,             ,29,              ,140654,             ,           ,          ,   ,               ,
29654,DMS_LIBERTY_ALLEGIANCE_MVAR        ,RealQ             ,1,             ,29,              ,143231,             ,           ,          ,   ,               ,
29655,DMS_LIBERTY_BLCKSTONE_MVAR         ,RealQ             ,1,             ,29,              ,140680,             ,           ,          ,   ,               ,
29656,DMS_LIBERTY_CHINOWTH_MVAR          ,RealQ             ,1,             ,29,              ,140675,             ,           ,          ,   ,               ,
29657,DMS_LIBERTY_CRESTWOOD_MVAR         ,RealQ             ,1,             ,29,              ,140690,             ,           ,          ,   ,               ,
29658,DMS_LIBERTY_DIAMANTE_MVAR          ,RealQ             ,1,             ,29,              ,143309,             ,           ,          ,   ,               ,
29659,DMS_LIBERTY_FREEDOM_MVAR           ,RealQ             ,1,             ,29,              ,143223,             ,           ,          ,   ,               ,
29660,DMS_LIBERTY_HIGBY_MVAR             ,RealQ             ,1,             ,29,              ,140670,             ,           ,          ,   ,               ,
29661,DMS_LIBERTY_MID_VALLEY_MVAR        ,RealQ             ,1,             ,29,              ,140660,             ,           ,          ,   ,               ,
29662,DMS_LIBERTY_MINUTE_MAN_MVAR        ,RealQ             ,1,             ,29,              ,3853,             ,           ,          ,   ,               ,
29663,DMS_LIBERTY_NO1_BK_MVAR            ,RealQ             ,1,             ,29,              ,140649,             ,           ,          ,   ,               ,
29664,DMS_LIBERTY_NO1_BK_MW              ,RealQ             ,1,             ,29,              ,140648,             ,           ,          ,   ,               ,
29672,DMS_LIBERTY_NO1_CAP_A_S            ,StateQ            ,1,             ,29,158989,              ,             ,           ,          ,   ,               ,
26296,DMS_SATICOY_16KV_BUS_VOLT          ,RealQ             ,1,             ,25,              ,64299,             ,           ,          ,   ,               ,
26297,DMS_SATICOY_HIGHWAY_MVAR           ,RealQ             ,1,             ,25,              ,64334,             ,           ,          ,   ,               ,
26298,DMS_SATICOY_MALOY_MVAR             ,RealQ             ,1,             ,25,              ,64319,             ,           ,          ,   ,               ,
26299,DMS_SATICOY_MAXSON_MVAR            ,RealQ             ,1,             ,25,              ,64329,             ,           ,          ,   ,               ,
