ObjectName,ObjectType,InterpretationTable,SeqOfEvents,ServerControlCenterRef,DomainNameRef,DataSetNameRef,StatusPointRef,AnalogPointRef,AccumPointRef,CmePointRef,ClientControlCenterRef,
DMS_LAPALMA_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126412,NULL,NULL,NULL,
DMS_LAPALMA_NO1_BK_KV_CA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126413,NULL,NULL,NULL,
DMS_LAPALMA_NO1_BK_LS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,194345,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126410,NULL,NULL,NULL,
DMS_LAPALMA_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126409,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_12_BK_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,187006,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_12_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,187005,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_12_EOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16254,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_12_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,187004,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_12_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,187007,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_12_WOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16178,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126415,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126416,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126417,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_KV_AB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126421,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126422,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_KV_CA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126423,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_LS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,194367,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126420,NULL,NULL,NULL,
DMS_LAPALMA_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126419,NULL,NULL,NULL,
DMS_LAPALMA_NO2_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288280,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288282,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_CAPS_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225199,NULL,NULL,NULL,
DMS_LAPALMA_NO2_CAPS_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225200,NULL,NULL,NULL,
DMS_LAPALMA_NO2_CAPS_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225201,NULL,NULL,NULL,
DMS_LAPALMA_NO2_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225202,NULL,NULL,NULL,
DMS_LAPALMA_NO2_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288281,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO2_CAP_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16369,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO3_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288285,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO3_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288287,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO3_CAPS_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225203,NULL,NULL,NULL,
DMS_LAPALMA_NO3_CAPS_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225204,NULL,NULL,NULL,
DMS_LAPALMA_NO3_CAPS_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225205,NULL,NULL,NULL,
DMS_LAPALMA_NO3_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225206,NULL,NULL,NULL,
DMS_LAPALMA_NO3_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288286,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO3_CAP_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16370,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO4_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288290,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO4_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288292,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO4_CAPS_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225207,NULL,NULL,NULL,
DMS_LAPALMA_NO4_CAPS_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225208,NULL,NULL,NULL,
DMS_LAPALMA_NO4_CAPS_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225209,NULL,NULL,NULL,
DMS_LAPALMA_NO4_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225210,NULL,NULL,NULL,
DMS_LAPALMA_NO4_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288291,NULL,NULL,NULL,NULL,
DMS_LAPALMA_NO4_CAP_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16371,NULL,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_12K_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186966,NULL,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_12K_EOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16251,NULL,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_12K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186967,NULL,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_12K_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186965,NULL,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_12K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186968,NULL,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_12K_WOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16168,NULL,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,194410,NULL,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126439,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126440,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126441,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126443,NULL,NULL,NULL,
DMS_LAPALMA_POCKET_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225225,NULL,NULL,NULL,
DMS_LAPALMA_SECT_A_12K_E_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16181,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SECT_A_12K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16183,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SECT_A_12K_W_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16182,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SECT_C_12K_E_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16184,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SECT_C_12K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16187,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SECT_C_12K_W_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16185,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_12_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186994,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_12_EOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16252,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_12_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186995,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_12_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186993,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_12_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186996,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_12_WOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16175,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,194462,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126475,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126476,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126477,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126479,NULL,NULL,NULL,
DMS_LAPALMA_SHADOW_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225213,NULL,NULL,NULL,
DMS_LAPALMA_SLP_EOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,12356,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SLP_WOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16870,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SOHO_12K_EOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16180,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SOHO_12K_WOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16179,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SOHO_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,288323,NULL,NULL,NULL,NULL,
DMS_LAPALMA_SOHO_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225226,NULL,NULL,NULL,
DMS_LAPALMA_SOHO_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225227,NULL,NULL,NULL,
DMS_LAPALMA_SOHO_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225228,NULL,NULL,NULL,
DMS_LAPALMA_SOHO_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225231,NULL,NULL,NULL,
DMS_LAPALMA_SOHO_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225230,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_12_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186982,NULL,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_12_EOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16257,NULL,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_12_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186983,NULL,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_12_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186981,NULL,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_12_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,186984,NULL,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_12_WOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,16172,NULL,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,194441,NULL,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126460,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126461,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126462,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,126464,NULL,NULL,NULL,
DMS_LAPALMA_WHITAKER_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225223,NULL,NULL,NULL,
DMS_LARKELL_BARBARA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114744,NULL,NULL,NULL,
DMS_LARKELL_CHRISTY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114749,NULL,NULL,NULL,
DMS_LARKELL_DEANNA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145835,NULL,NULL,NULL,NULL,
DMS_LARKELL_DEANNA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114751,NULL,NULL,NULL,
DMS_LARKELL_DEANNA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114754,NULL,NULL,NULL,
DMS_LARKELL_DEANNA_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145836,NULL,NULL,NULL,NULL,
DMS_LARKELL_DENISE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145873,NULL,NULL,NULL,NULL,
DMS_LARKELL_DENISE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114777,NULL,NULL,NULL,
DMS_LARKELL_DENISE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114780,NULL,NULL,NULL,
DMS_LARKELL_DENISE_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145874,NULL,NULL,NULL,NULL,
DMS_LARKELL_ELEANOR_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145852,NULL,NULL,NULL,NULL,
DMS_LARKELL_ELEANOR_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114762,NULL,NULL,NULL,
DMS_LARKELL_ELEANOR_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114765,NULL,NULL,NULL,
DMS_LARKELL_ELEANOR_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145853,NULL,NULL,NULL,NULL,
DMS_LARKELL_GERTRUDE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114770,NULL,NULL,NULL,
DMS_LARKELL_IRENE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114775,NULL,NULL,NULL,
DMS_LARKELL_LYNNE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145880,NULL,NULL,NULL,NULL,
DMS_LARKELL_LYNNE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114782,NULL,NULL,NULL,
DMS_LARKELL_LYNNE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114785,NULL,NULL,NULL,
DMS_LARKELL_LYNNE_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145881,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114721,NULL,NULL,NULL,
DMS_LARKELL_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114719,NULL,NULL,NULL,
DMS_LARKELL_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114718,NULL,NULL,NULL,
DMS_LARKELL_NO1_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145813,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145815,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO1_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114739,NULL,NULL,NULL,
DMS_LARKELL_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,145814,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114732,NULL,NULL,NULL,
DMS_LARKELL_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114730,NULL,NULL,NULL,
DMS_LARKELL_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,114729,NULL,NULL,NULL,
DMS_LARKELL_NO2_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,289052,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO2_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,289054,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO2_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225494,NULL,NULL,NULL,
DMS_LARKELL_NO2_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,289053,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO3_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,289059,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO3_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,289061,NULL,NULL,NULL,NULL,
DMS_LARKELL_NO3_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,225498,NULL,NULL,NULL,
DMS_LARKELL_NO3_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,289060,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_12KV_BT_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273433,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_12KV_BT_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273432,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_12KV_BT_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273434,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_12KV_OB_SEC_AB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273415,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_12KV_OB_SEC_BC_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273416,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273299,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219116,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219117,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219118,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273421,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219121,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219120,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273420,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_ATLANTA_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273422,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273304,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219122,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219123,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219124,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273424,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219127,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219126,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273423,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BARCELONA_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273425,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273294,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219110,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219111,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219112,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273418,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219115,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219114,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273417,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BEIJING_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273419,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_BT_12KV_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273309,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_CALGARY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,192646,NULL,NULL,NULL,
DMS_LASLOMAS_INNSBRUCK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,17494,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273318,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219134,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219135,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219136,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273427,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219139,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219138,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273426,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_LONDON_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273428,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_MUNICH_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,192640,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_BK_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273404,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219081,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219082,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219083,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_ISO_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273407,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_KV_AB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219087,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219088,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_KV_CA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219089,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_LS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273243,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219086,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219085,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273403,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_BK_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273405,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,273288,NULL,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_CAPS_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219102,NULL,NULL,NULL,
DMS_LASLOMAS_NO1_CAPS_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,219103,NULL,NULL,NULL,
